L0 Domain,L1 Sub-Domain,L2 Category,L3 Sub-Category,L4 Product Enum-Code,Brand,Product Name,Product Description,Product Quantity,UOM,Net Quantity,Pack Quantity,Pack Size,MRP,Price,Manufacturer,Country Of Origin,UPC/EAN,FSSAI no,Images,Images / Video,Images.3,Images.4,Images.5,Images.6,Images.7,Images.8,Images.9,Images.10,SKU Code,Customer Care Contact,Time to Ship,Returnable (Y/N),Cancellable (Y/N),COD available (Y/N),Preservatives (Y/N),Preservatives (details),Flavours & Spices,Ready to cook (Y/N),Ready to eat (Y/N),Rice grain type,Recommended Age,Scented/ Flavour,Herbal/ Ayurvedic,Theme/ Occasion Type,Hair Type,Mineral Source,Caffeine Content,Capacity,Composition,Benefits,Usage,Other details,Marketed By,Baby Weight,Absorption Duration (in Hrs),Features,Care Instruction,Specification,About
RET,RET-10,RET-10-1D,RET-10-1D-10,RET-10-1D-10-18,Navneet Youva,"Navneet Youva Wiro Bound Drawing Book - With Premium Quality Paper, 60 Pages, 1 pc",Navneet Youva Wiro Bound Drawing Book is made with superior quality paper. It is designed for young artists and students. You can use both sides of the paper for drawing. All kinds of colouring mediums can be used for drawing on this paper. It has a soft cove and is perfect for school and hobby uses. These 60 papers are convenient to use. It is strong and sturdy back pressed high-quality drawing paper.,1 pc,pc,1 pc,1,1,230,199,"Navneet Education Limite, Dadar West",India,['40236399'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40236399_1-navneet-youva-wiro-bound-drawing-book-with-premium-quality-paper-60-pages.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40236399-2_1-navneet-youva-wiro-bound-drawing-book-with-premium-quality-paper-60-pages.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40236399-3_1-navneet-youva-wiro-bound-drawing-book-with-premium-quality-paper-60-pages.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40236399-4_1-navneet-youva-wiro-bound-drawing-book-with-premium-quality-paper-60-pages.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1. Made with superior quality paper.
2. Designed for young artists and students.
3. Both sides of the paper can be used for drawing.
4. You can use all kinds of colouring mediums.","1. Drawing can be done on both sides of the paper by all kinds of colouring mediums.
2. Ideal for kids, Students and Artists.
3. Can be used horizontal or vertical as needed.","['EAN Code: 40236399', 'Manufacturer Name & Marketed by Address: Navneet Education Limite, Dadar West', 'Country of Origin:India',  ]","Navneet Education Limite, Dadar West",-,-,-,-,"Brand :- Navneet Youva.
Type :- Drawing Book.
Material:- Paper.
Features:- Easy to use, Quality drawing paper, Drawing can be done on both sides of the paper.
Type of Bound:- Wiro Bound .
Book Type :- Drawing Book .
Package Contents :- 1 Pc.
Line Type :- NA.
No of Pages:- 60 Pages.",-
RET,RET-10,RET-10-1D,RET-10-1D-10,RET-10-1D-10-18,Navneet Youva,"Navneet Youva Wiro Bound Drawing Book - With Premium Quality Paper, 60 Pages, 1 pc",Navneet Youva Wiro Bound Drawing Book is made with superior quality paper. It is designed for young artists and students. You can use both sides of the paper for drawing. All kinds of colouring mediums can be used for drawing on this paper. It has a soft cove and is perfect for school and hobby uses. These 60 papers are convenient to use. It is strong and sturdy back pressed high-quality drawing paper.,1 pc,pc,1 pc,1,1,200,189,"Navneet Education Limite, Dadar West",India,['40236400'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40236400_1-navneet-youva-wiro-bound-drawing-book-with-premium-quality-paper-60-pages.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40236400-2_1-navneet-youva-wiro-bound-drawing-book-with-premium-quality-paper-60-pages.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40236400-3_1-navneet-youva-wiro-bound-drawing-book-with-premium-quality-paper-60-pages.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40236400-4_1-navneet-youva-wiro-bound-drawing-book-with-premium-quality-paper-60-pages.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1. Made with superior quality paper.
2. Designed for young artists and students.
3. Both sides of the paper can be used for drawing.
4. You can use all kinds of colouring mediums.",Used for different kinds of drawing and art.,"['EAN Code: 40236400', 'Manufacturer Name & Marketed by Address: Navneet Education Limite, Dadar West', 'Country of Origin:India',  ]","Navneet Education Limite, Dadar West",-,-,-,-,"Brand:- Navneet Youva.
Type:- Drawing Book 27.5 x 35 cm .
Material:- Paper.
Colour:- NA.
Features:- Easy to use, Quality drawing paper, Drawing can be done on both sides of the paper.
Type of Bound:- Wiro Bound .
Book Type:- Drawing Book .
Package Contents:- 1 Pc.
Line Type:- NA.
No of Pages:- 60 Pages.",-
RET,RET-10,RET-10-1D,RET-10-1D-10,RET-10-1D-10-15,Navneet Youva,"Navneet Youva Youva Canvas Board - Acid Free, Acrylic Priming, 12 x 16 Inch, 1 pc","Navneet Youva brings to you Canvas Board that is made of 100% cotton material. It is ideal for beginners and artists. This canvas board is 12 x 16 inch good quality lightweight board. You can use poster colours, acrylic colours, oil colours and fabric colours. It is acid free and does not spread and maintains the actual colour for a long time. This is a best quality canvas and convenient to use, that is available in different sizes for you to pick from.",1 pc,pc,1 pc,1,1,130,119,"Navneet Education Limited, Dadar West",India,['8902442232334'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40230519_1-navneet-youva-youva-canvas-board-acid-free-acrylic-priming-12-x-16-inch.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"It is made with high quality 100% cotton material.
It is strong yet lightweight.
Convenient and easy to carry.
It is acid-free and does not spread colour.","Ideal for Artists and Beginners or be it using in classrooms, home craft, art studio or anywhere else.
This is highly suitable for poster colours, acrylic colour, oil colours & fabric colours.","['EAN Code: 8902442232334', 'Manufacturer Name & Marketed by Address: Navneet Education Limited, Dadar West', 'Country of Origin:India',  Address: Innovative Retail Concepts Private Limited, Ranka Junction 4th Floor, Tin Factory bus stop. KR Puram, Bangalore - 560016   , Helpline number: Email id : conserve@hawkinscookers.com, Contact No: 022-24440807']","Navneet Education Limited, Dadar West",-,-,-,-,"Brand:- Navneet Youva.
Type:- Canvas Board.
Material:- Fabric, MDF Board
Colour:- White.
Dimensions :- 30.48 x40.64
Weight:- 50 g
Features:- Ideal for beginners & artists, Canvas board is made up of good quality light-weighted MDF board, It is acid-free, Allows proper absorbency of colours. 
Package Contents:- 1 Pc of Canvas Board.",-
RET,RET-10,RET-10-1D,RET-10-1D-10,RET-10-1D-10-15,Navneet Youva,"Navneet Youva Youva Canvas Board - Acid Free, Acrylic Priming, 14 x 18 Inch, 1 pc","Navneet Youva brings to you a Canvas Board that is made of 100% cotton material. It is ideal for beginners and artists. This canvas board is a 14 x 18 Inch good quality lightweight board. You can use poster colours, acrylic colours, oil colours and fabric colours. It is acid-free and does not spread and maintains the actual colour for a long time. This is the best quality canvas and convenient to use, that is available in different sizes for you to pick from.",1 pc,pc,1 pc,1,1,170,159,"Navneet Education Limited, Dadar West",India,['8902442232341'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40230520_1-navneet-youva-youva-canvas-board-acid-free-acrylic-priming-14-x-18-inch.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"It is made with high quality 100% cotton material.
It is strong yet lightweight.
Convenient and easy to carry.
It is acid-free and does not spread colour.","Ideal for Artists and Beginners or be it using in classrooms, home craft, art studio or anywhere else.
This is highly suitable for poster colours, acrylic colour, oil colours & fabric colours.","['EAN Code: 8902442232341', 'Manufacturer Name & Marketed by Address: Navneet Education Limited, Dadar West', 'Country of Origin:India',  Address: Innovative Retail Concepts Private Limited, Ranka Junction 4th Floor, Tin Factory bus stop. KR Puram, Bangalore - 560016   , Helpline number: Email id : conserve@hawkinscookers.com, Contact No: 022-24440807']","Navneet Education Limited, Dadar West",-,-,-,-,"Brand:- Navneet Youva.
Type:- Canvas Board.
Material:- Fabric, MDF Board
Colour:- White.
Dimensions :- 35.56 x45.72
Weight:- 50 g
Features:- Ideal for beginners & artists, Canvas board is made up of good quality light-weighted MDF board, It is acid-free, Allows proper absorbency of colours. 
Package Contents:- 1 Pc of Canvas Board.",-
RET,RET-10,RET-10-1D,RET-10-1D-10,RET-10-1D-10-15,Navneet Youva,"Navneet Youva Youva Canvas Board - Acid Free, Acrylic Priming, 16 x 20 Inch, 1 pc","Navneet Youva brings to you a Canvas Board that is made of 100% cotton material. It is ideal for beginners and artists. This canvas board is 16 x 20-inch good quality lightweight board. You can use poster colours, acrylic colours, oil colours and fabric colours. It is acid-free and does not spread and maintains the actual colour for a long time. This is the best quality canvas and convenient to use, that is available in different sizes for you to pick from.",1 pc,pc,1 pc,1,1,210,199,"Navneet Education Limited, Dadar West",India,['8902442232358'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40230529_1-navneet-youva-youva-canvas-board-acid-free-acrylic-priming-16-x-20-inch.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"It is made with high quality 100% cotton material. 
It is strong yet lightweight. 
Convenient and easy to carry.
It is acid-free and does not spread colour.","Ideal for Artists and Beginners or be it using in classrooms, home craft, art studio or anywhere else. 
This is highly suitable for poster colours, acrylic colour, oil colours & fabric colours.","['EAN Code: 8902442232358', 'Manufacturer Name & Marketed by Address: Navneet Education Limited, Dadar West', 'Country of Origin:India',  Address: Innovative Retail Concepts Private Limited, Ranka Junction 4th Floor, Tin Factory bus stop. KR Puram, Bangalore - 560016   , Helpline number: Email id : conserve@hawkinscookers.com, Contact No: 022-24440807']","Navneet Education Limited, Dadar West",-,-,-,-,"Brand:- Navneet Youva.
Type:- Canvas Board.
Material:- Fabric, MDF Board
Colour:- White.
Dimensions :- 40.64 x50.8 
Weight:- 50 g
Features:- Ideal for beginners & artists, Canvas board is made up of good quality light-weighted MDF board, It is acid-free, Allows proper absorbency of colours. 
Package Contents:- 1 Pc of Canvas Board.",-
RET,RET-10,RET-10-1D,RET-10-1D-10,RET-10-1D-10-13,Oasis,"Oasis Rubber Bands - Nylon, Assorted Colour, 1 inch, 500 g",-,500 g,g,500 g,1,1,295,275,"Oasis India Marketing, Calicut, Near Bus Stand, Kozhikode-673633, Kerala, India",India,-,-,https://datalabs.siva3.io/image/Eunimart_groceries_40126472_3-oasis-rubber-bands-nylon-assorted-colour-1-inch.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
RET,RET-10,RET-10-1D,RET-10-1D-10,RET-10-1D-10-13,Oasis,"Oasis Rubber Bands - Nylon, Assorted Colour, 2 inches, 100 g",-,100 g,g,100 g,1,1,80,69,"Oasis India Marketing, Calicut, Near Bus Stand, Kozhikode-673633, Kerala, India",India,-,-,https://datalabs.siva3.io/image/Eunimart_groceries_40126473_3-oasis-rubber-bands-nylon-assorted-colour-2-inches.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
RET,RET-10,RET-10-1D,RET-10-1D-10,RET-10-1D-10-13,Oasis,"Oasis Rubber Bands - Nylon, Assorted Colour, 2 inches, 500 g",-,500 g,g,500 g,1,1,295,275,"Oasis India Marketing, Calicut, Near Bus Stand, Kozhikode-673633, Kerala, India",India,-,-,https://datalabs.siva3.io/image/Eunimart_groceries_40126474_3-oasis-rubber-bands-nylon-assorted-colour-2-inches.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
RET,RET-10,RET-10-1D,RET-10-1D-10,RET-10-1D-10-19,Oddy,"Oddy Post It - 1.5 x 2 Inches, 100 sheets",Post it is the most handy stationary item which can be used as a reminder or a bookmark when used in books. They can also be used in files to simply jot down points or to label and highlight certain things. It is available in different sizes and is a must-have for students and working professionals.,100 sheets,sheets,100 sheets,1,1,25,25,"Atul Paper Pvt. Ltd., # 2604, Shree Balaji Market, Nai Sarak, New Delhi - 110006",India,['890604230866'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40126475_1-oddy-post-it-15-x-2-inches.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40126475-2_1-oddy-post-it-15-x-2-inches.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 890604230866', 'Manufactured & Marketed by: Atul Paper Pvt. Ltd., # 2604, Shree Balaji Market, Nai Sarak, New Delhi - 110006', 'Country of origin: India',  Address: Innovative Retail Concepts Private Limited, No.18, 2nd & 3rd Floor, 80 Feet Main Road, Koramangala 4th Block, Bangalore - 560034 | Email:  ']","Atul Paper Pvt. Ltd., # 2604, Shree Balaji Market, Nai Sarak, New Delhi - 110006",-,-,-,-," Brand: Oddy
 Type: Post-It
 Material: Paper
 No.of Pages/Shades: 100
 Package Content: 100 Sheets
 Size: 1.5 x 2 Inches",Post it is the most handy stationary item which can be used as a reminder or a bookmark when used in books. They can also be used in files to simply jot down points or to label and highlight certain things. It is available in different sizes and is a must-have for students and working professionals.
RET,RET-10,RET-10-1D,RET-10-1D-10,RET-10-1D-10-19,Oddy,"Oddy Post It - 2 x 3 Inches, 100 sheets",Post it is the most handy stationary item which can be used as a reminder or a bookmark when used in books. They can also be used in files to simply jot down points or to label and highlight certain things. It is available in different sizes and is a must-have for students and working professionals.,100 sheets,sheets,100 sheets,1,1,32,32,"Atul Paper Pvt. Ltd., # 2604, Shree Balaji Market, Nai Sarak, New Delhi - 110006",India,['8906044230880'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40126476_1-oddy-post-it-2-x-3-inches.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40126476-2_1-oddy-post-it-2-x-3-inches.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 8906044230880', 'Manufactured & Marketed by: Atul Paper Pvt. Ltd., # 2604, Shree Balaji Market, Nai Sarak, New Delhi - 110006', 'Country of origin: India',  Address: Innovative Retail Concepts Private Limited, No.18, 2nd & 3rd Floor, 80 Feet Main Road, Koramangala 4th Block, Bangalore - 560034 | Email:  ']","Atul Paper Pvt. Ltd., # 2604, Shree Balaji Market, Nai Sarak, New Delhi - 110006",-,-,-,-," Brand: Oddy
 Type: Post-It
 Material: Paper
 No.of Pages/Shades: 100
 Package Content: 100 Sheets
 Size: 2 x 3 Inches",Post it is the most handy stationary item which can be used as a reminder or a bookmark when used in books. They can also be used in files to simply jot down points or to label and highlight certain things. It is available in different sizes and is a must-have for students and working professionals.
RET,RET-10,RET-10-1D,RET-10-1D-10,RET-10-1D-10-19,Oddy,"Oddy Post It - 3 x 4 Inches, 100 sheets",Post it is the most handy stationary item which can be used as a reminder or a bookmark when used in books. They can also be used in files to simply jot down points or to label and highlight certain things. It is available in different sizes and is a must-have for students and working professionals.,100 sheets,sheets,100 sheets,1,1,46.5,46.5,"Atul Paper Pvt. Ltd., # 2604, Shree Balaji Market, Nai Sarak, New Delhi - 110006",India,['8906044230927'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40126478_1-oddy-post-it-3-x-4-inches.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40126478-2_1-oddy-post-it-3-x-4-inches.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 8906044230927', 'Manufactured & Marketed by: Atul Paper Pvt. Ltd., # 2604, Shree Balaji Market, Nai Sarak, New Delhi - 110006', 'Country of origin: India',  Address: Innovative Retail Concepts Private Limited, No.18, 2nd & 3rd Floor, 80 Feet Main Road, Koramangala 4th Block, Bangalore - 560034 | Email:  ']","Atul Paper Pvt. Ltd., # 2604, Shree Balaji Market, Nai Sarak, New Delhi - 110006",-,-,-,-," Brand: Oddy
 Type: Post-It
 Material: Paper
 No.of Pages/Shades: 100
 Package Content: 100 Sheets
 Size: 3 x 4 Inches",Post it is the most handy stationary item which can be used as a reminder or a bookmark when used in books. They can also be used in files to simply jot down points or to label and highlight certain things. It is available in different sizes and is a must-have for students and working professionals.
RET,RET-10,RET-10-1D,RET-10-1D-10,RET-10-1D-10-19,Oddy,"Oddy Post It - 3 x 5 Inches, 100 sheets",Post it is the most handy stationary item which can be used as a reminder or a bookmark when used in books. They can also be used in files to simply jot down points or to label and highlight certain things. It is available in different sizes and is a must-have for students and working professionals.,100 sheets,sheets,100 sheets,1,1,60,59,"Atul Paper Pvt. Ltd., # 2604, Shree Balaji Market, Nai Sarak, New Delhi - 110006",India,['8906044230941'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40126479_1-oddy-post-it-3-x-5-inches.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40126479-2_1-oddy-post-it-3-x-5-inches.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 8906044230941', 'Manufactured & Marketed by: Atul Paper Pvt. Ltd., # 2604, Shree Balaji Market, Nai Sarak, New Delhi - 110006', 'Country of origin: India',  Address: Innovative Retail Concepts Private Limited, No.18, 2nd & 3rd Floor, 80 Feet Main Road, Koramangala 4th Block, Bangalore - 560034 | Email:  ']","Atul Paper Pvt. Ltd., # 2604, Shree Balaji Market, Nai Sarak, New Delhi - 110006",-,-,-,-," Brand: Oddy
 Type: Post-It
 Material: Paper
 No.of Pages/Shades: 100
 Package Content: 100 Sheets
 Size: 3 x 5 Inches",Post it is the most handy stationary item which can be used as a reminder or a bookmark when used in books. They can also be used in files to simply jot down points or to label and highlight certain things. It is available in different sizes and is a must-have for students and working professionals.
