Sku Code,L0 Domain,L1 Sub-Domain,L2 Category,L3 Sub-Category,L4 Product Enum-Code,Product name,Product Quantity,UOM,MRP,Price,Short Product Description,Long Product Description,SKU Code,Manufacturer,Country Of Origin,Customer Care Contact,Time to Ship,Returnable (Y/N),Cancellable (Y/N),COD Available (Y/N),Images,Images.1,Images.2,Images.3,Images.4,Images.5,Images.6,Images.7,Images.8,Images.9,Net Quantity,Brand,Pack Quantity,Pack Size,UPC/EAN,FSSAI no,Preservatives,Preservatives (details),Flavours & Spices,Ready to cook,Ready to eat,Rice grain type,Recommended Age ,Baby Weight,Absorption Duration (in Hrs),Scented/ Flavour,Herbal/ Ayurvedic,Theme/ Occasion Type,Hair Type,Mineral Source,Caffeine Content,Capacity,Ingredients,Usage,Marketed By,Nutritional Facts
EU00073913,RET,RET-10,RET-10-10,RET-10-10-10,RET-10-10-10-12,"Baby Dove Rich Moisture Hypoallergenic Wash - Sensitive Care, Natural, No Parabens, 200 ml",200ML ,ML,215,182.75,"Did you know that your babys skin is 30% thinner than adult skin and hence loses moisture up to 5 times faster after every wash! Thats why we believe the best soap for babies is one thats as gentle as can be. We created Baby Dove Rich Moisture Hypoallergenic Baby Wash to help give your little one the delicate skincare they deserve, from tip to toe. Made with 100% skin-natural nutrients*, our Baby Dove Rich Moisture Tip-To-Toe baby wash is specially formulated to be mild and gentle â perfect if youre looking for a new-borns first bath. Not only does this hypoallergenic soap gently cleanse, but its also made with a prebiotic moisturizer to support the natural health of your babys skin. With a rich, creamy lather too, its just the thing to start or end the day with a dose of care. Why choose Baby Dove?
â¢ 100% skin-natural nutrients* help baby skin retain its natural moisture.
â¢ Hypoallergenic formula thats as gentle as water your newborns first bath.
â¢ Tear-free and pH neutral to baby skin
â¢ Free from dyes, parabens, phthalates and sulphates.
â¢ Made with prebiotic moisturizer to support baby skins natural health
â¢ Mild fragrance specially developed for babies â¢ Paediatrician approved, safe for new-born.
â¢ Made from 100% recyclable plastic â¢ Certified cruelty-free by PETA *Our nutrients are identical to those naturally found in skin", , ,"Hindustan Unilever Ltd, Unit 4 , Plot No 1, Sector 1A, I.I.E Ranipur, Haridwar, Uttarakhand. PIN 249403 M 4/C/UA/2007",India,-,-,-,-,-,https://datalabs.siva3.io/images/Eunimart_groceries_40120486_5-baby-dove-rich-moisture-hair-to-toe-baby-wash.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_40120486-2_7-baby-dove-rich-moisture-hair-to-toe-baby-wash.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_40120486-3_6-baby-dove-rich-moisture-hair-to-toe-baby-wash.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_40120486-4_6-baby-dove-rich-moisture-hair-to-toe-baby-wash.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_40120486-5_6-baby-dove-rich-moisture-hair-to-toe-baby-wash.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_40120486-6_6-baby-dove-rich-moisture-hair-to-toe-baby-wash.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_40120486-7_6-baby-dove-rich-moisture-hair-to-toe-baby-wash.jpg,,,, ,Baby Dove,1,1,'8901030844805,, , , , , , , , , , , , , , , , ,,"Wet your babyâs hair and skin with warm water and gently apply this baby wash in circular motions before rinsing. Its mild formula is suitable for use on your babyâs face, body and hair. A gentle soap for newborn baby skin, its tear-free formula will help you embrace the fun of bath time. Follow with Baby Dove Rich Moisture Hypoallergenic Lotion to lock in extra moisture.","Hindustan Unilever Ltd, Unilever House, B D Sawant Marg, Chakala Andheri East - 400099",
EU00073914,RET,RET-10,RET-10-10,RET-10-10-10,RET-10-10-10-12,"TNW-The Natural Wash Moisturising Baby Body Lotion - Aloe Vera, Argan and Avocado Oil, For Soft, Supple Skin, 150 ml",150ML ,ML,350,350,"Baby's skin is sensitive and delicate; hence it requires adequate care and nourishment. TNW - The Natural Wash has introduced a new Baby Body Lotion that is enriched with natural ingredients. This baby body lotion deeply nourishes your baby's delicate skin and makes it soft, supple, and hydrated. It has avocado oil, argan oil, calendula extract, hibiscus extract, and cucumber extract. Together, these ingredients provide intense nourishment to the skin, keep it fresh and hydrated, and lock in moisture for a long time. It is suitable to use by babies and kids between the age group of 0-10 years.", , ,"AG HERBAL, Kh. No. 3, Near HRTC Workshop, Sector 1, Parwanoo, Solan, Himachal Pradesh 173220",India,-,-,-,-,-,https://datalabs.siva3.io/images/Eunimart_groceries_40243935_1-tnw-the-natural-wash-moisturising-baby-body-lotion-aloe-vera-argan-avocado-oil-for-soft-supple-skin.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_40243935-2_1-tnw-the-natural-wash-moisturising-baby-body-lotion-aloe-vera-argan-avocado-oil-for-soft-supple-skin.jpg,,,,,,,,, ,TNW-The Natural Wash,1,1,'8908014468576,, , , , , , , , , , , , , , , , ,,"After every bath, apply this lotion to the baby's body and massage gently.","TNW International Private LimitedA 92, FF, Group, Wazirpur, New Delhi, Delhi 110052",
EU00073915,RET,RET-10,RET-10-10,RET-10-10-10,RET-10-10-10-12,"Johnson's baby Baby Milk Lotion, 100 ml",100ML ,ML,105,99.75,"Johnsons Baby Milk Lotion is especially formulated to take care of moisturizing requires of your baby. This clinically proven mild lotion contains a unique mixture of natural milk extract and Vitamins A and E. It is non-greasy, light and quick absorbing, hence apt for all seasons.", , ,"Johnson and Johnson Pvt. Ltd. , L.B.S Marg, Mulund (West), Mumbai - 400080, India",India,-,-,-,-,-,https://datalabs.siva3.io/images/Eunimart_groceries_261007_11-johnsons-baby-baby-milk-lotion.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_261007-2_9-johnsons-baby-baby-milk-lotion.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_261007-3_10-johnsons-baby-baby-milk-lotion.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_261007-4_10-johnsons-baby-baby-milk-lotion.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_261007-5_7-johnsons-baby-baby-milk-lotion.jpg,,,,,, ,Johnson's baby,1,1,'890012116968,, , , , , , , , , , , , , , , , ,,Apply after bath to delicate areas of the body and repeat application as often as needed.,"Johnson and Johnson Pvt. Ltd. , L.B.S Marg, Mulund (West), Mumbai - 400080, India",
EU00073916,RET,RET-10,RET-10-10,RET-10-10-10,RET-10-10-10-12,"Pigeon Steel Baby Milky Soap, 75 g Pack of 3",75g Pack of 3,Units,189,189,Pigeon Baby Milky Soap nourishes and protects the tender skin of your baby while cleansing it gently. It is enriched with milk protein and shea butter to keep the skin hydrated after bathing., , ,"ARYAMAN SOAP INDUSTRY Plot No 19, sector 2, Industrial Area, Parwanoo, Himachal Pradesh 173220",Korea,-,-,-,-,-,https://datalabs.siva3.io/images/Eunimart_groceries_40153312_1-pigeon-baby-milky-soap.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_40153312-2_1-pigeon-baby-milky-soap.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_40153312-3_1-pigeon-baby-milky-soap.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_40153312-4_1-pigeon-baby-milky-soap.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_40153312-5_1-pigeon-baby-milky-soap.jpg,,,,,, ,Pigeon Steel,3,1,'40153312,, , , , , , , , , , , , , , , , ,,Lather between wet hands and rub on the skin of the baby. Rinse off thoroughly. Keep the bar in a container to let it dry completely after use.,"Pigeon India Pvt ltd 2nd floor, suncity business tower, Golf course road, Gurgoan - Harayana - 122002",
EU00073917,RET,RET-10,RET-10-10,RET-10-10-10,RET-10-10-10-12,"Mamaearth Natural Breathe Easy Vapour Roll-On For Cold and Nasal Congestion, With Wintergreen and Eucalyptus Oil., 40 ml",40ML ,ML,249,244.02,"Mamaearth made safe certified breathe easy vapour roll-on is for babies. It is a natural blend of aromatherapy essential oils like eucalyptus, tulsi and wintergreen. It soothes and provides relief from cold, cough and nasal congestion. Lavender oil in the breathe-easy vapour roll on aids restful sleep in babies. It comes in a roll on bottle that is easy to use and apply.", , ,"Unexo Laboratories Pvt Ltd,9/42,Industrial Area Shalimar,Delhi-110088",India,-,-,-,-,-,https://datalabs.siva3.io/images/Eunimart_groceries_40162594_1-mamaearth-natural-breathe-easy-vapour-roll-on-for-cold-nasal-congestion-with-wintergreen-eucalyptus-oil.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_40162594-2_1-mamaearth-natural-breathe-easy-vapour-roll-on-for-cold-nasal-congestion-with-wintergreen-eucalyptus-oil.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_40162594-3_1-mamaearth-natural-breathe-easy-vapour-roll-on-for-cold-nasal-congestion-with-wintergreen-eucalyptus-oil.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_40162594-4_1-mamaearth-natural-breathe-easy-vapour-roll-on-for-cold-nasal-congestion-with-wintergreen-eucalyptus-oil.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_40162594-5_1-mamaearth-natural-breathe-easy-vapour-roll-on-for-cold-nasal-congestion-with-wintergreen-eucalyptus-oil.jpg,,,,,, ,Mamaearth,1,1,'40162594,'10012022000206, , , , , , , , , , , , , , , , ,,"Use only for For babies 3 months or older. Roll on directly onto chest, forehead and bottom of feet for fast relief and comfort. Reapply every one hour till baby starts feeling better.","Honasa consumer pvt ltd, siddhartha House, Plot No. 6,Sector 44,Gurgaon-122003",
EU00073918,RET,RET-10,RET-10-10,RET-10-10-10,RET-10-10-10-12,"Pigeon Steel Liquid Cleanser, 200 mlBottle",200ML Bottle,ML,215,215,"This powerful coconut-based cleansing agents safely eliminate stains. It protects against 99.99% and has antibacterial protection. It is ideal for cleaning feeding bottles, nipple/teats, pacifiers, feeding accessories and toys as well as fruit and vegetables etc. This easy-rinse formula saves a lot of time.", , ,"KRAUTER HEALTHCARE LTD B44, Block B, Sector 80, Noida, Uttar Pradesh 201305",Korea,-,-,-,-,-,https://datalabs.siva3.io/images/Eunimart_groceries_40153287_1-pigeon-liquid-cleanser.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_40153287-2_1-pigeon-liquid-cleanser.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_40153287-3_1-pigeon-liquid-cleanser.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_40153287-4_1-pigeon-liquid-cleanser.jpg,,,,,,, ,Pigeon Steel,1,1,'4902508258708,, , , , , , , , , , , , , , , , ,"Water (Aqua), Sodium Laureth Sulfate, Sodium Benzoate, Lauramine Oxide, Cocamide Monoethanolamine, Lauramidopropyl Betaine, Polysorbate 20, Glyceryl Caprylate, Sodium Citrate, Potassium Carbonate, Propylene Glycol, Citric Acid, Fragrance","Clean the feeding bottles, nipples/teats etc. by pouring the cleanser directly onto the washing sponge or hand. Rub it gently. After washing, thoroughly rinse with running water.","Pigeon India Pvt ltd 2nd floor, suncity business tower, Golf course road, Gurgoan - Harayana - 122002",
EU00073919,RET,RET-10,RET-10-10,RET-10-10-10,RET-10-10-10-12,"Johnsons Baby Cottontouch Newborn Lotion, 100 ml",100ML ,ML,150,120,"Johnson's Baby CottonTouch Newborn Baby Lotion to nourish and moisturize your newborn baby's sensitive skin. The ultra-light formula is hypoallergenic, free from parabens, sulfates and dyes. Clinically proven to be gentle and mild on newborns. The ultra-light formula is hypoallergenic, free from parabens, sulfates and dyes. Clinically proven to be gentle and mild on newborns. Johnson's Baby Cotton Touch Baby lotion for summer and winter is suitable for dry skin. Fragrance, allergy-free.", , ,"Johnson and Johnson Pvt. Ltd, V.P.O, Bhatoli Kalan, Tehsil Baddi, Dist. Solan, H.P - 173205, India",Korea,-,-,-,-,-,https://datalabs.siva3.io/images/Eunimart_groceries_40200710_2-johnsons-baby-cottontouch-newborn-lotion.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_40200710-2_2-johnsons-baby-cottontouch-newborn-lotion.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_40200710-3_1-johnsons-baby-cottontouch-newborn-lotion.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_40200710-4_1-johnsons-baby-cottontouch-newborn-lotion.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_40200710-5_1-johnsons-baby-cottontouch-newborn-lotion.jpg,,,,,, ,Johnsons,1,1,'4020071,, , , , , , , , , , , , , , , , ,"water, Glycerin, Isopropyl Palmitate, Dimethicone, Phenoxyethanol, Gossypium Herbaceum (Cotton), Cetearyl Olivate, Fragrance, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Carbomer, Sorbitan Olivate, 1,2-Hexanediol, Caprylyl, Glycol, Sodium Hydroxide, Ethylhexylglycerin, Tropolone.",Remove safety seal to open. Apply gently over the entire body.,"Johnson and Johnson Pvt. Ltd, V.P.O, Bhatoli Kalan, Tehsil Baddi, Dist. Solan, H.P - 173205, India",
EU00073920,RET,RET-10,RET-10-10,RET-10-10-10,RET-10-10-10-12,"Johnsons Baby Cottontouch Newborn Lotion, 500 ml",500ML ,ML,599,527.12,"Johnson's Baby CottonTouch Newborn Baby Lotion to nourish and moisturize your newborn baby's sensitive skin. The ultra-light formula is hypoallergenic, free from parabens, sulfates and dyes. Clinically proven to be gentle and mild on newborns. The ultra-light formula is hypoallergenic, free from parabens, sulfates and dyes. Clinically proven to be gentle and mild on newborns. Johnson's Baby Cotton Touch Baby lotion for summer and winter is suitable for dry skin. Fragrance, allergy-free.", , ,"Johnson and Johnson Pvt. Ltd, V.P.O, Bhatoli Kalan, Tehsil Baddi, Dist. Solan, H.P - 173205, India",Korea,-,-,-,-,-,https://datalabs.siva3.io/images/Eunimart_groceries_40200710_2-johnsons-baby-cottontouch-newborn-lotion.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_40200710-2_2-johnsons-baby-cottontouch-newborn-lotion.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_40200710-3_1-johnsons-baby-cottontouch-newborn-lotion.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_40200710-4_1-johnsons-baby-cottontouch-newborn-lotion.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_40200710-5_1-johnsons-baby-cottontouch-newborn-lotion.jpg,,,,,, ,Johnsons,1,1,'4020071,, , , , , , , , , , , , , , , , ,"water, Glycerin, Isopropyl Palmitate, Dimethicone, Phenoxyethanol, Gossypium Herbaceum (Cotton), Cetearyl Olivate, Fragrance, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Carbomer, Sorbitan Olivate, 1,2-Hexanediol, Caprylyl, Glycol, Sodium Hydroxide, Ethylhexylglycerin, Tropolone.",Remove safety seal to open. Apply gently over the entire body.,"Johnson and Johnson Pvt. Ltd, V.P.O, Bhatoli Kalan, Tehsil Baddi, Dist. Solan, H.P - 173205, India",
EU00073921,RET,RET-10,RET-10-10,RET-10-10-10,RET-10-10-10-12,"Mee Mee MeeMeeNourishingBabyWellnessSoap, 75 g",75g,Grams,59,59,"Your little one needs utmost care right from birth to ensure firm, radiant and well-moisturized skin. Nourishing Baby Wellness Soap from the house of Mee Mee, is scientifically tested to bring your angel premium skin care. A perfect blend of gentle fragrance, and the goodness of aloe, almond oil and milk extracts, it will keep your baby's delicate skin cleansed and healthy always.", , ,"Me N Moms Pvt Ltd 2, Amar CHS, 8th Road, TPS III, Khar (W). Mumbai 400052 India",India,-,-,-,-,-,https://datalabs.siva3.io/images/Eunimart_groceries_40157159_3-mee-mee-nourishing-baby-wellness-soap.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_40157159-2_3-mee-mee-nourishing-baby-wellness-soap.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_40157159-3_3-mee-mee-nourishing-baby-wellness-soap.jpg,,,,,,,, ,Mee Mee,1,1,'8907233182782,, , , , , , , , , , , , , , , , ,,"â¢ Baby Soap bar cleanses gently, so you can use it anytime you bathe your baby.
â¢ Lather the soap on your hand and gently apply it to your baby's skin.
â¢ Rinse off. Dry and snuggle.","Me N Moms Pvt Ltd 2, Amar CHS, 8th Road, TPS III, Khar (W). Mumbai 400052 India",
EU00073922,RET,RET-10,RET-10-10,RET-10-10-10,RET-10-10-10-12,"Pigeon Steel Baby Nourishing Wash, 200 ml",200ML ,ML,195,156,"Pigeon Baby Nourishing Wash is a gentle mild surfactant formula for cleansing and Hydration. It cleanses baby's soft skin and avoid excess loss of moisture, helps in protecting skin from dryness. Unique blend of Olive, Rosehip, Chamomile Hydrates and strengthen baby's skin Barrier and keeps baby healthy, happy.
The Goodness of Natural Plant Extracts Chamomile Extract acts as a natural soothing agent that has antioxidants and antimicrobial properties. It helps in relieving symptoms that are usually associated with any kind of allergies in the baby. Rosehip Oil is a natural moisturizer that keeps a baby's skin nourished and healthy. It also helps in protecting the baby's skin from dryness. Olive Oil is a natural emollient that strengthens the baby's skin barrier.", , ,"Krauter Healthcare Limited, B-44,Sector-80,Noida-201305,UP,India",India,-,-,-,-,-,https://datalabs.siva3.io/images/Eunimart_groceries_40203656_1-pigeon-baby-nourishing-wash.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_40203656-2_1-pigeon-baby-nourishing-wash.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_40203656-3_1-pigeon-baby-nourishing-wash.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_40203656-4_1-pigeon-baby-nourishing-wash.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_40203656-5_1-pigeon-baby-nourishing-wash.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_40203656-6_1-pigeon-baby-nourishing-wash.jpg,,,,, ,Pigeon Steel,1,1,'4902508786164,, , , , , , , , , , , , , , , , ,,"Gently massage a small amount on wet skin.
Lather and Rinse-off thoroughly.","PIGEON INDIA PVT LTD.216, 2nd Floor, Suncity Business Tower, Sector 54 Gurugram Haryana 122003 IN, Suncity, Sector 54, Gurugram, Haryana,Cont : 0124 432 0000/+91- 98671639978",
