Eunimart Ref ID,L0 Domain,L1 Sub-Domain,L2 Category,L3 Sub-Category,L4 Product Enum-Code,Product Name,Colour,Size,Qty,Brand Name,MRP,Selling Price,Short Product Description,Long Description,SKU Code,Pack Qty,Pack Qty Unit of Measurement,Material / Content,Manufacturer Name & Address,Country of Origin,Customer Care Contact,Care Instructions,Time to ship,Cancellable (Y/N),Returnable (Y/N),Replaceable (Y/N),COD Available,Image,Image.1,Image.2,Image.3,Gross Weight,Gross Weight Unit of Measurement,Length x Breadth x Height (Cubic Cm.),Fragile (Y/N),Liquid (Y/N),Hazardous (Y/N),GTIN,HSN,EAN,Gender,Concern,Ingredient,Conscious,Pack Size,Preference,Formulation,Skin Type,Age Group,Occasion,Fragrance Family,Hair Type,Top Note,Middle Note,Product Code,Product Link,Strength,Sustainable,Type,Benefit,Warranty,Jewellery Type,Pattern,Extension Type,Extension Colour,Finish,Coverage,Skin Tone,SPF,Bristle Type,Brush Type,Flavour
EU00004708,RET,RET-13,RET-13-12,RET-13-12-11,RET-13-12-11-15,Red Velvet Eau De Perfume 100ml,Red,75-100 ML,1,Neels,1599,1599,Red Velvet Eau De Perfume 100ml,,,1,Units,,"PATEL FRAGRANCE, 207, Samnavay status 2, Nr Banco company Padra Road, Ataladra, Vadodara 390022",India,,,,,(N),(N),,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15NeelsRedVelvetEauDePerfume100ml_1.jpg,,,,,,,(Y),(Y),(N),,,,,,,,,Cruelty-Free,Liquid,,,,Fresh,,Warm and Spicy,Woody,20279902,https://www.myntra.com/perfume-and-body-mist/neels/neels-red-velvet-eau-de-perfume-100ml/20279902/buy,Strong,Regular,,,,,,,,Velvet,,,,,,
EU00004709,RET,RET-13,RET-13-12,RET-13-12-11,RET-13-12-11-15,Refresh Eau De Parfum - 50ml,,50-75 ML,1,THE REAL MAN,1200,1200,Refresh Eau De Parfum,,,1,Units,,"REALMAN LIFESTYLE PRIVATE LIMITED, Realman lifestyle Pvt Ltd, Plot No: CM 8/3, 2nd Floor, Siddhivinayak Plaza, Gunjan, Vapi-396195",India,,,,,(N),(N),,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15THEREALMANRefreshEauDeParfum-50ml_1.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15THEREALMANRefreshEauDeParfum-50ml_2.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15THEREALMANRefreshEauDeParfum-50ml_3.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15THEREALMANRefreshEauDeParfum-50ml_4.jpg,,,,(Y),(Y),(N),,,,,,,,,Daytime Fragrance,Liquid,,,,Oceanic,,Oceanic,Fruity,20082402,https://www.myntra.com/perfume-and-body-mist/the-real-man/the-real-man-refresh-eau-de-parfum---50ml/20082402/buy,Strong,Regular,,,,,,,,,,,,,,
EU00004710,RET,RET-13,RET-13-12,RET-13-12-11,RET-13-12-11-15,Rendezvous Perfume - 30ml,,25-50 ML,1,HOLISTIC HEALINGS BY SHAVETA,1500,1500,Rendezvous Perfume,,,1,Units,,"RA NATURALS, Ra Naturals-B6, Silver Heights Appartments, Near Wadala Chowk, Jalandhar-144003",India,,,,,(N),(N),,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15HOLISTICHEALINGSBYSHAVETARendezvousPerfume-30ml_1.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15HOLISTICHEALINGSBYSHAVETARendezvousPerfume-30ml_2.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15HOLISTICHEALINGSBYSHAVETARendezvousPerfume-30ml_3.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15HOLISTICHEALINGSBYSHAVETARendezvousPerfume-30ml_4.jpg,,,,(Y),(Y),(N),,,,,,,,,Night Time Fragrance,Spray,,,,Woody,,Woody,Warm and Spicy,18797848,https://www.myntra.com/perfume-and-body-mist/holistic-healings-by-shaveta/holistic-healings-by-shaveta-rendezvous-perfume---30ml/18797848/buy,Medium,Regular,,,,,,,,,,,,,,
EU00004711,RET,RET-13,RET-13-12,RET-13-12-11,RET-13-12-11-15,RIFLESSO Eau de Toilette 50 ml,"Pink,Lavender,Green,Violet",25-50 ML,1,Trussardi,4200,3360,"What it is:
Created by Veronique Nyberg, Trussardi Riflesso is designed for a successful man who loves challenges and never rests on his laurels; he is a leader who steers his life in the direction that he has mapped out for himself.

Fragrance Notes:
Top Notes: bergamot, pink grapefruit and crisp green apple
Heart Notes: floral, aromatic heart of geranium, violet leaf absolute and lavender flower extract
Base Notes: italian leather, vetiver and tonka bean",,,1,Units,,"TIRUPATI BIZ LINK LLP, BACCAROSE Perfumes & Beauty Products Ltd, 6th Floor, 66, Maker Chamber VI, Nariman Point, Mumbai- 400021 Contact Number 1800220949",Spain,,,,,(N),(N),,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15TrussardiRIFLESSOEaudeToilette50ml_1.jpg,,,,,,,(Y),(Y),(N),,,,,,"Lavender,Vetiver,Geranium,Grapefruit",,,,,,,,Woody,,,,9053157,https://www.myntra.com/perfume-and-body-mist/trussardi/trussardi-riflesso-eau-de-toilette-50-ml/9053157/buy,Strong,,Perfume,,,,Floral,,,,,,,,,
EU00004712,RET,RET-13,RET-13-12,RET-13-12-11,RET-13-12-11-15,Riyal Premium Men Long Lasting Perfume 100ml,,75-100 ML,1,Al-Fakhr Perfumes,430,430,Riyal Premium Men Long Lasting Perfume 100ml,,,1,Units,,"UPPRCAS3 ELEMENTS PRIVATE LIMITED, AA ATTARWALA & CO./Plot No 425/6, Road No. 04, GIDC, Sachin, Taluka Chorasi, Surat, Gujarat, SURAT",India,,,,,(N),(N),,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15Al-FakhrPerfumesRiyalPremiumMenLongLastingPerfume100ml_1.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15Al-FakhrPerfumesRiyalPremiumMenLongLastingPerfume100ml_2.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15Al-FakhrPerfumesRiyalPremiumMenLongLastingPerfume100ml_3.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15Al-FakhrPerfumesRiyalPremiumMenLongLastingPerfume100ml_4.jpg,,,,(Y),(Y),(N),,,,Male,,,,,Natural,Liquid,,,,Fresh,,Fresh,Fresh,21461496,https://www.myntra.com/perfume-and-body-mist/al-fakhr-perfumes/al-fakhr-perfumes-riyal-premium-men-long-lasting-perfume-100ml/21461496/buy,Mild,Regular,Perfume,Long Lasting,,,,,,,,,,,,
EU00004713,RET,RET-13,RET-13-12,RET-13-12-11,RET-13-12-11-15,Romance Oud Eau De Parfum - 100 ml,,75-100 ML,1,La French,1299,599,Romance Oud Eau De Parfum,,,1,Units,,"GLIDE ROUTE VENTURES - SJIT, AROMA DE FRANCE 324, VILL. RANU, TA.PADRA, DISTRICT VADODRA (GUJ.) - 391445MFG. LIC. NO - M GC/942",India,,,,,(N),(N),,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15LaFrenchRomanceOudEauDeParfum-100ml_1.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15LaFrenchRomanceOudEauDeParfum-100ml_2.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15LaFrenchRomanceOudEauDeParfum-100ml_3.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15LaFrenchRomanceOudEauDeParfum-100ml_4.jpg,,,,(Y),(Y),(N),,,,,,,,,Night Time Fragrance,Spray,,,,Fresh,,Woody,Floral,16963502,https://www.myntra.com/perfume-and-body-mist/la-french/la-french-romance-oud-eau-de-parfum---100-ml/16963502/buy,Medium,Regular,,,,,,,,,,,,,,
EU00004714,RET,RET-13,RET-13-12,RET-13-12-11,RET-13-12-11-15,Romance Perfume 100 ml,,75-100 ML,1,Secret Temptation,699,349,"Romance Perfume

Ingredients:
Ethyl Alcohol Max (95% v/v), Denatured with Diethyl Phthalate 1%, Perfume",,,1,Units,,"Supercom Net, McNROE Consumer Products Pvt. Ltd. Godrej Genesis, Unit 1204, 12th floor, Plot No. XI, Block EP & GP, Sector V, Salt Lake City, Bidhannagar, Kolkata- 700091",India,,,,,(N),(N),,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15SecretTemptationRomancePerfume100ml_1.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15SecretTemptationRomancePerfume100ml_2.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15SecretTemptationRomancePerfume100ml_3.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15SecretTemptationRomancePerfume100ml_4.jpg,,,,(Y),(Y),(N),,,,,,,,,Daytime Fragrance,Spray,,,,Floral,,Woody,Floral,10130747,https://www.myntra.com/perfume-and-body-mist/secret-temptation/secret-temptation-romance-perfume-100-ml/10130747/buy,Mild,Regular,,,,,,,,,,,,,,
EU00004715,RET,RET-13,RET-13-12,RET-13-12-11,RET-13-12-11-15,Rose & Cardamom Body Mist 50ml,,50ml,1,Forest Essentials,1150,1150,Rose & Cardamom Body Mist,,,1,Units,,"Flashtech Retail, Mountain Valley Springs (I) Pvt. LtdE - 46 & 47Bhadrabad Industrial Area Bhadrabad Distt - Hardwar (Uttarakhand) PIN 249411",India,,,,,(N),(N),,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15ForestEssentialsRose&CardamomBodyMist50ml_1.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15ForestEssentialsRose&CardamomBodyMist50ml_2.jpg,,,,,,(Y),(Y),(N),,,,,,Rose,,,Paraben-Free,Mist,,,,Fresh,,Fruity,Fresh,13741246,https://www.myntra.com/perfume-and-body-mist/forest-essentials/forest-essentials-rose--cardamom-body-mist-50ml/13741246/buy,Medium,Regular,,,,,,,,,,,,,,
EU00004716,RET,RET-13,RET-13-12,RET-13-12-11,RET-13-12-11-15,Rose Anti-Perspirant Roll On Deodorant 50ml,,25-50 ML,1,Marks & Spencer,249,186,Anti-Perspirant Roll On Deodorant,,,1,Units,,"MARKS AND SPENCER RELIANCE INDIA PRIVATE LIMITED, Importer's Address- Marks & Spencer Reliance india Pvt. Ltd. Gurgaon Harya-122002",Bangladesh,,,,,(N),(N),,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15Marks&SpencerRoseAnti-PerspirantRollOnDeodorant50ml_1.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15Marks&SpencerRoseAnti-PerspirantRollOnDeodorant50ml_2.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15Marks&SpencerRoseAnti-PerspirantRollOnDeodorant50ml_3.jpg,,,,,(Y),(Y),(N),,,,,,Rose,,,Daytime Fragrance,Roll-On,,,,Floral,,Fresh,Floral,15855156,https://www.myntra.com/perfume-and-body-mist/marks--spencer/marks--spencer-rose-anti-perspirant-roll-on-deodorant-50ml/15855156/buy,Mild,Regular,,,,,,,,,,,,,,
EU00004717,RET,RET-13,RET-13-12,RET-13-12-11,RET-13-12-11-15,Rose Body Mist - 250 ml,,200-300 ML,1,FIRST WATER,749,749,Rose Body Mist,,,1,Units,,"First Water, First Water Upper Ground Floor, House No. 505, Gali No- D-17, Chhattarpur, New Delhi-110074",India,,,,,(N),(N),,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15FIRSTWATERRoseBodyMist-250ml_1.jpg,,,,,,,(Y),(Y),(N),,,,,,Rose,,,Natural,Mist,,,,Floral,,Floral,Floral,16986350,https://www.myntra.com/perfume-and-body-mist/first-water/first-water-rose-body-mist---250-ml/16986350/buy,Medium,Regular,,,,,,,,,,,,,,
EU00004718,RET,RET-13,RET-13-12,RET-13-12-11,RET-13-12-11-15,Rose Brush & Go Fragrance Gel - 15.6 ml,,10-20 ML,1,Bath & Body Works,2999,2999,Rose Brush & Go Fragrance Gel,,,1,Units,,"Supercom Net, M/s beautyAvenues, LLC, 7 Limited Parkway, Reynoldsburg, Ohio 43068, United States of America",United States of America,,,,,(N),(N),,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15Bath&BodyWorksRoseBrush&GoFragranceGel-15.6ml_1.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15Bath&BodyWorksRoseBrush&GoFragranceGel-15.6ml_2.jpg,,,,,,(Y),(Y),(N),,,,,,Rose,,,Dermatologically Tested,Gel,,,,Floral,,Floral,Floral,18937866,https://www.myntra.com/perfume-and-body-mist/bath--body-works/bath--body-works-rose-brush--go-fragrance-gel---156-ml/18937866/buy,Mild,Regular,,,,,,,,Gel,Gel,,,,,
EU00004719,RET,RET-13,RET-13-12,RET-13-12-11,RET-13-12-11-15,Rose Eau De Toilette 75 ml,,70-80 ML,1,LOccitane en Provence,4950,4950,Rose Eau De Toilette,,,1,Units,,"BEAUTY IMPEX PRIVATE LIMITED, LOccitane India Pvt Ltd603, DLF South Court Building, Saket, New Delhi-110025",France,,,,,(N),(N),,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15LOccitaneenProvenceRoseEauDeToilette75ml_1.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15LOccitaneenProvenceRoseEauDeToilette75ml_2.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15LOccitaneenProvenceRoseEauDeToilette75ml_3.jpg,,,,,(Y),(Y),(N),,,,,,Rose,,,Cruelty-Free,Spray,,,,Floral,,Fruity,Floral,18067698,https://www.myntra.com/perfume-and-body-mist/loccitane-en-provence/loccitane-en-provence-rose-eau-de-toilette-75-ml/18067698/buy,Medium,Regular,,,,,,,,,,,,,,
EU00004720,RET,RET-13,RET-13-12,RET-13-12-11,RET-13-12-11-15,Rose Hydrosol Body Mist 100ml,,100-150 ML,1,Shrida,405,405,Rose Hydrosol Body Mist 100ml,,,1,Units,,"COSMOTECH INDIA, Cosmotech India: G-1, Second Floor, Phase 3, Badli Industrial Area, Delhi - 110042",India,,,,,(N),(N),,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15ShridaRoseHydrosolBodyMist100ml_1.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15ShridaRoseHydrosolBodyMist100ml_2.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15ShridaRoseHydrosolBodyMist100ml_3.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15ShridaRoseHydrosolBodyMist100ml_4.jpg,,,,(Y),(Y),(N),,,,,,Rose,,,Anti-Inflammatory,Mist,,,,Woody,,Fruity,Woody,19734586,https://www.myntra.com/perfume-and-body-mist/shrida/shrida--rose-hydrosol-body-mist-100ml/19734586/buy,Strong,Regular,,,,,,,,,,,,,,
EU00004721,RET,RET-13,RET-13-12,RET-13-12-11,RET-13-12-11-15,Rose Water Face & Body Mist,,180-200 ML,1,Gans,499,249,Gans Rose Water Face & Body Mist 200ml,,,1,Units,,"GANS LIFESTYLE PRIVATE LIMITED, PESCO PRODUCTS (Sunil Sabharwal Group Co.) (Unit of Peshawar Soaps & Chemical Pvt. Ltd.) V.P.O. Kherki Daula, Gurgaon 122004, Haryana, INDIA M.L.No. 276/COS (H).",India,,,,,(N),(N),,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15GansRoseWaterFace&BodyMist_1.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15GansRoseWaterFace&BodyMist_2.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15GansRoseWaterFace&BodyMist_3.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15GansRoseWaterFace&BodyMist_4.jpg,,,,(Y),(Y),(N),,,,,,"Rose,Rose Water",,,Paraben-Free,Spray,,,,Floral,,Fresh,Floral,20745434,https://www.myntra.com/perfume-and-body-mist/gans/gans-rose-water-face--body-mist/20745434/buy,Mild,Regular,,,,,,,,,,,,,,
EU00004722,RET,RET-13,RET-13-12,RET-13-12-11,RET-13-12-11-15,Rose Woman Eau de Toilette 30ml,"Pink,Silver,Peach",30ml,1,Mercedes Benz,4500,3150,"What it is:
Sweet, fresh and young, this new floral eau de toilette is passionately devoted to a sensual and daring woman. To her irresistible allure and delicate elegance. To her delightful and romantic nature.
Design - Revealing a soft pink juice, the bottle adds a bright, glamorous touch to every womans fragrance wardrobe.

What it does:
The bottles now famous curves are wrapped in gradated pink luminous, modern and trendy, catching the eye and attracting the hand. The iconic star signs the creation on top of the luxurious, glossy metal cap. The box follows suit, daring bright, remarkable, unforgettable rose pink, completed by the silver gravure that adds the fi nal, prestigious touch of excellence.

Olfactive Family : Floral fruity
Top Note : Rose Grapefruit, Peach, Bergamot
Heart Note : Rosewood, Magnolia, Rose, Elemi
Base Note : Musk, Cedarwood, Amber

Master perfumer : Michel Almairac",,,1,Units,,"BEAUTY IMPEX PRIVATE LIMITED, MF PRODUCTION, ZI LA MAINE, RUE BERTHELOT,76150 MAROMME-FRANCE",France,,,,,(N),(N),,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15MercedesBenzRoseWomanEaudeToilette30ml_1.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15MercedesBenzRoseWomanEaudeToilette30ml_2.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15MercedesBenzRoseWomanEaudeToilette30ml_3.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15MercedesBenzRoseWomanEaudeToilette30ml_4.jpg,,,,(Y),(Y),(N),,,,,,"Peach,Rose,Grapefruit",,,,,,,,Floral,,,,8789055,https://www.myntra.com/perfume-and-body-mist/mercedes-benz/mercedes-benz-women-rose-eau-de-toilette-90ml/8789065/buy,Mild,,Perfume,Luminous,,,Floral,,,"Luminous,Glossy","Luminous,Glossy",,,,,
EU00004723,RET,RET-13,RET-13-12,RET-13-12-11,RET-13-12-11-15,Rose Woman EDP - Luxury Rose With Floral Fragrance - 100 ml,,75-100 ML,1,Bella Vita Organic,899,494,Rose Woman EDP,,,1,Units,,"IDAM NATURAL WELLNESS - SJIT, IDAM Nautral Wellness Pvt. Ltd. 351, First Floor, Udyog Vihar II Rd, Phase II, Udyog Vihar, Sector 20, Gurugram, Haryana 122008",India,,,,,(N),(N),,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15BellaVitaOrganicRoseWomanEDP-LuxuryRoseWithFloralFragrance-100ml_1.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15BellaVitaOrganicRoseWomanEDP-LuxuryRoseWithFloralFragrance-100ml_2.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15BellaVitaOrganicRoseWomanEDP-LuxuryRoseWithFloralFragrance-100ml_3.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15BellaVitaOrganicRoseWomanEDP-LuxuryRoseWithFloralFragrance-100ml_4.jpg,,,,(Y),(Y),(N),,,,,,Rose,,,Cruelty-Free,Spray,,,,Floral,,Floral,Floral,16242954,https://www.myntra.com/perfume-and-body-mist/bella-vita-organic/bella-vita-organic-rose-woman-edp---luxury-rose-with-floral-fragrance---100-ml/16242954/buy,Medium,Sustainable,,,,,Floral,,,,,,,,,
EU00004724,RET,RET-13,RET-13-12,RET-13-12-11,RET-13-12-11-15,Rouge Body Parfum 120 ml,,100-150 ML,1,THE MAN COMPANY,349,272,Rouge Body Parfum,,,1,Units,,"Helios lifestyle Pvt Ltd - SJIT, Helios Packaging Pvt. Ltd. RAJSTHAN, A-140, IND, AREA,EPIP NEEMRANA,SHAHJAHANPUR,ALWAR, Rajasthan - India-301705",India,,,,,(N),(N),,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15THEMANCOMPANYRougeBodyParfum120ml_1.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15THEMANCOMPANYRougeBodyParfum120ml_2.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15THEMANCOMPANYRougeBodyParfum120ml_3.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15THEMANCOMPANYRougeBodyParfum120ml_4.jpg,,,,(Y),(Y),(N),,,,,,,,,Paraben-Free,Spray,,,,Woody,,Fresh,Warm and Spicy,6982790,https://www.myntra.com/perfume-and-body-mist/the-man-company/the-man-company-rouge-body-parfum-120-ml/6982790/buy,Strong,Sustainable,,,,,,,,,,,,,,
EU00004725,RET,RET-13,RET-13-12,RET-13-12-11,RET-13-12-11-15,Royal Chandan Premium Quality Attar 3ml,,0-25 ML,1,Menjewell,699,391,Royal Chandan Premium Quality Attar,,,1,Units,,"Shri Kamakhya Fashion Works HUF, Shri Kamakhya Fashion Works HUF C-57, Near Old Police Station,Sector-12, KhargharRaigarhmh , Maharashtra - 410210",India,,,,,(N),(N),,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15MenjewellRoyalChandanPremiumQualityAttar3ml_1.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15MenjewellRoyalChandanPremiumQualityAttar3ml_2.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15MenjewellRoyalChandanPremiumQualityAttar3ml_3.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15MenjewellRoyalChandanPremiumQualityAttar3ml_4.jpg,,,,(Y),(Y),(N),,,,,,,,,Daytime Fragrance,Roll-On,,,,Woody,,Floral,Woody,19227320,https://www.myntra.com/perfume-and-body-mist/menjewell/menjewell-royal-chandan-premium-quality-attar-3ml/19227320/buy,Medium,Regular,,,,,,,,,,,,,,
EU00004726,RET,RET-13,RET-13-12,RET-13-12-11,RET-13-12-11-15,Royal Club House Attar Roll On - 6 ml,,0-25 ML,1,Arman,599,299,Royal Club House Attar Roll On,,,1,Units,,"ROYALKART, Riva Perfumes LLP,Plot No. 2A-2B, Nr. Gayatri Weight Bridge, GIDC-Anjar-370110,Mfg. LIC NO. GC85",India,,,,,(N),(N),,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15ArmanRoyalClubHouseAttarRollOn-6ml_1.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15ArmanRoyalClubHouseAttarRollOn-6ml_2.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15ArmanRoyalClubHouseAttarRollOn-6ml_3.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15ArmanRoyalClubHouseAttarRollOn-6ml_4.jpg,,,,(Y),(Y),(N),,,,,,,,,Night Time Fragrance,Roll-On,,,,Warm and Spicy,,Warm and Spicy,Woody,18646764,https://www.myntra.com/perfume-and-body-mist/arman/arman-royal-club-house-attar-roll-on---6-ml/18646764/buy,Strong,Regular,,,,,,,,,,,,,,
EU00004727,RET,RET-13,RET-13-12,RET-13-12-11,RET-13-12-11-15,Rum Diary Original Eau De Parfume - 100ml,,75-100 ML,1,Aphro,1499,749,Rum Diary Original Eau De Parfum - 100ml,,,1,Units,,"Aphro India, APHRO INDIA, 902, Safal Sameep, B/H SOBO Center, South Bopal, Ahmedabad - 380058, Gujarat, India",India,,,,,(N),(N),,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15AphroRumDiaryOriginalEauDeParfume-100ml_1.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15AphroRumDiaryOriginalEauDeParfume-100ml_2.jpg,,,,,,(Y),(Y),(N),,,,,,,,,Cruelty-Free,Spray,,,,Woody,,Fresh,Oriental,21468066,https://www.myntra.com/perfume-and-body-mist/aphro/aphro-rum-diary-original-eau-de-parfume---100ml/21468066/buy,Strong,Sustainable,Eau de Parfum,,,,,,,,,,,,,
EU00004728,RET,RET-13,RET-13-12,RET-13-12-11,RET-13-12-11-15,Sabaya Attar 6ml,,0-25 ML,1,SIBTAIN,799,799,Sabaya Attar 6ml,,,1,Units,,"RAZA ENTERPRISES, 186,Ram Gali Number2,Raja Park,",India,,,,,(N),(N),,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15SIBTAINSabayaAttar6ml_1.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15SIBTAINSabayaAttar6ml_2.jpg,,,,,,(Y),(Y),(N),,,,,,,,,Night Time Fragrance,Liquid,,,,Fresh,,Woody,Woody,20220322,https://www.myntra.com/perfume-and-body-mist/sibtain/sibtain-sabaya-attar-6ml/20220322/buy,Mild,Regular,,,,,,,,,,,,,,
EU00004729,RET,RET-13,RET-13-12,RET-13-12-11,RET-13-12-11-15,"Sacrifice For HER EDP Floral Perfume For Women, 50ml",Orange,25-50 ML,1,Ajmal,2400,1824,"Top note:  Jasmine lends it floral fortitude enhanced with Aqua notes that lend the fragrance an Aqua-floral top

Heart note: Orange blossom and Vanilla combine to provide a Floral-Musky heart

Base note: The base is reinforced by Amber and Musk to provide Woody, Musky elements",,,1,Units,,"AJMAL & SONS, Ajmals Perfume, Manufacturing oudh Processing industry (L.L.C) P.O.Box:3141, Dubai U.A.E",United Arab Emirates,,,,,(N),(N),,"https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15AjmalSacrificeForHEREDPFloralPerfumeForWomen,50ml_1.jpg","https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15AjmalSacrificeForHEREDPFloralPerfumeForWomen,50ml_2.jpg","https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15AjmalSacrificeForHEREDPFloralPerfumeForWomen,50ml_3.jpg","https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15AjmalSacrificeForHEREDPFloralPerfumeForWomen,50ml_4.jpg",,,,(Y),(Y),(N),,,,Female,,"Orange,Jasmine",,,,,,,,Fruity,,,,11348596,https://www.myntra.com/perfume-and-body-mist/ajmal/-ajmal-sacrifice-for-her-edp-floral-perfume-for-women-50ml/11348596/buy,Mild,,Perfume,,,,Floral,,,,,,,,,
EU00004730,RET,RET-13,RET-13-12,RET-13-12-11,RET-13-12-11-15,Sadabahar Majmua Attar Roll On - 6 ml,,0-25 ML,1,Arman,599,299,Sadabahar Majmua Attar Roll On,,,1,Units,,"ROYALKART, Riva Perfumes LLP,Plot No. 2A-2B, Nr. Gayatri Weight Bridge, GIDC-Anjar-370110,Mfg. LIC NO. GC85",India,,,,,(N),(N),,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15ArmanSadabaharMajmuaAttarRollOn-6ml_1.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15ArmanSadabaharMajmuaAttarRollOn-6ml_2.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15ArmanSadabaharMajmuaAttarRollOn-6ml_3.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15ArmanSadabaharMajmuaAttarRollOn-6ml_4.jpg,,,,(Y),(Y),(N),,,,,,,,,Daytime Fragrance,Roll-On,,,,Floral,,Floral,Woody,18646762,https://www.myntra.com/perfume-and-body-mist/arman/arman-sadabahar-majmua-attar-roll-on---6-ml/18646762/buy,Mild,Regular,,,,,,,,,,,,,,
