L0 Domain,L1 Sub-Domain,L2 Category,L3 Sub-Category,L4 Product Enum-Code,Brand,Product Name,Product Description,Product Quantity,UOM,Net Quantity,Pack Quantity,Pack Size,MRP,Price,Manufacturer,Country Of Origin,UPC/EAN,FSSAI no,Images,Images / Video,Images.3,Images.4,Images.5,Images.6,Images.7,Images.8,Images.9,SKU Code,Customer Care Contact,Time to Ship,Returnable (Y/N),Cancellable (Y/N),COD available (Y/N),Preservatives (Y/N),Preservatives (details),Flavours & Spices,Ready to cook (Y/N),Ready to eat (Y/N),Rice grain type,Recommended Age,Scented/ Flavour,Herbal/ Ayurvedic,Theme/ Occasion Type,Hair Type,Mineral Source,Caffeine Content,Capacity,Composition,Benefits,Usage,Other details,Marketed By,Baby Weight,Absorption Duration (in Hrs),Features,Care Instruction,Ingredients,Specification,About
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,Pigeon Baby,"Pigeon Baby Mag Mag Spout Cup PP - Hanging Type, Yellow, 200 ml",The drinking style of the babies changes rapidly as they grow and develop their oral skills. It is important to provide them with a comfortable and smooth transition from breastfeeding to eventually drinking independently. Mag Mag spout cup is a unique drinking experience for your baby. The cup features angled handles for easy drinking. It features the spout top for easy drinking and the soft silicone spout that trains a baby to drinking openings other than a nipple.,200 ml,ml,200 ml,1,1,649,579,Pigeon Baby,India,['4902508157322'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40137507_2-pigeon-baby-mag-mag-spout-cup-pp-hanging-type-yellow.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40137507-2_1-pigeon-baby-mag-mag-spout-cup-pp-hanging-type-yellow.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40137507-3_1-pigeon-baby-mag-mag-spout-cup-pp-hanging-type-yellow.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40137507-4_1-pigeon-baby-mag-mag-spout-cup-pp-hanging-type-yellow.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40137507-5_1-pigeon-baby-mag-mag-spout-cup-pp-hanging-type-yellow.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '4902508157322'}, {'Country of origin': 'India'}]",-,-,-,-,-,-,"Brand: Pigeon
Type: Magmag
Material: Plastic
Design: Plain
Colour: Yellow
Lid Included: Yes
Lid Material: Plastic
Lock Type: Threaded
Capacity: 200ml
Dimension: Length-50mm, Width-50mm, Height-120mm
Package Content: 01-Piece",-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,Pigeon Baby,"Pigeon Baby Mag Mag Straw Cup - Green, 200 ml",Pigeon Mag Mag straw cup features a crosscut design at the end of the straw to make sure the liquids in does not spill even if the cup is toppled. The bent straw design makes sure that your child is able to drink until the last drop. The BPA free materials make it a safe option. The Mag Mag cup is designed to promote the natural drinking habits for your baby simply with a change in the cup top promotes step by step oral development.,200 ml,ml,200 ml,1,1,649,589,Pigeon Baby,India,['40137509'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40137509_2-pigeon-baby-mag-mag-straw-cup-green.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40137509-2_1-pigeon-baby-mag-mag-straw-cup-green.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40137509-3_1-pigeon-baby-mag-mag-straw-cup-green.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40137509-4_1-pigeon-baby-mag-mag-straw-cup-green.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40137509-5_1-pigeon-baby-mag-mag-straw-cup-green.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '40137509'}, {'Country of origin': 'India'}]",-,-,-,-,-,-,"Brand: Pigeon
Type: Magmag
Material: Plastic
Design: Plain
Colour: Green
Lid Included: Yes
Lid Material: Plastic
Lock Type: Threaded
Capacity: 200ml
Dimension: Length-50mm, Width-50mm, Height-120mm
Package Content: 01-Piece",-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,Pigeon Baby,"Pigeon Baby Mag Mag Straw Cup - Sky Blue, 200 ml",Pigeon Mag Mag straw cup features a crosscut design at the end of the straw to make sure the liquids in does not spill even if the cup is toppled. The bent straw design makes sure that your child is able to drink until the last drop. The BPA free materials make it a safe option. The Mag Mag cup is designed to promote the natural drinking habits for your baby simply with a change in the cup top promotes step by step oral development.,200 ml,ml,200 ml,1,1,649,589,Pigeon Baby,India,['40137510'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40137510_2-pigeon-baby-mag-mag-straw-cup-sky-blue.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40137510-2_1-pigeon-baby-mag-mag-straw-cup-sky-blue.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40137510-3_1-pigeon-baby-mag-mag-straw-cup-sky-blue.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40137510-4_1-pigeon-baby-mag-mag-straw-cup-sky-blue.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40137510-5_1-pigeon-baby-mag-mag-straw-cup-sky-blue.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '40137510'}, {'Country of origin': 'India'}]",-,-,-,-,-,-,"Brand  Pigeon
Type: Magmag
Material: Plastic
Design: Plain
Colour: Blue
Lid Included: Yes
Lid Material: Plastic
Lock Type: Threaded
Capacity: 200ml
Dimension: Length-50mm, Width-50mm, Height-120mm
Package Content: 01-Piece",-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,Pigeon Baby,"Pigeon Baby Manual Breast Pump With Feeding Set, 200 ml","Pigeon Manual Breast Pump Basic Edition comes with everything you need to quickly and comfortably express and store breastmilk prior to feeding your baby. It also helps you save quality time which you can spend with your baby. You can now express feed and store your breast milk at your own convenience. The pack includes pump body, slim neck nipple, handle, wide neck bottle adapter, bottle container, cup, hood and funnel cushion.",200 ml,ml,200 ml,1,1,1850,1649,Pigeon Baby,India,['4902508781220'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40145486_3-pigeon-baby-manual-breast-pump-with-feeding-set.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40145486-2_3-pigeon-baby-manual-breast-pump-with-feeding-set.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40145486-3_3-pigeon-baby-manual-breast-pump-with-feeding-set.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40145486-4_3-pigeon-baby-manual-breast-pump-with-feeding-set.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40145486-5_1-pigeon-baby-manual-breast-pump-with-feeding-set.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '4902508781220'}, {'Country of origin': 'India'}]",-,-,-,-,-,-,"Brand: Pigeon
Type of Product: BREAST CARE ACCESSORY
Colour: MULTI
Microwave Safe: N
Dishwasher Safe: N
Dimension in cm : 18.5x8.5x18
Shelf Life in months: 30
Material: Plastic",-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,Pigeon Baby,"Pigeon Baby Manual Breast Pump, 1 pc",Pigeon Manual Breast Pump Basic Edition comes with everything you need to quickly and comfortably express and store breastmilk prior to feeding your baby. It also helps you save quality time which you can spend with your baby. You can now express feed and store your breast milk at your own convenience.,1 pc,pcs,1 pc,1,1,998,899,Pigeon Baby,India,['4902508781237'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40145485_2-pigeon-baby-manual-breast-pump.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40145485-2_2-pigeon-baby-manual-breast-pump.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40145485-3_2-pigeon-baby-manual-breast-pump.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40145485-4_2-pigeon-baby-manual-breast-pump.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40145485-5_2-pigeon-baby-manual-breast-pump.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '4902508781237'}, {'Country of origin': 'India'}]",-,-,-,-,-,-,"Brand: Pigeon
Type of Product: BREAST CARE ACCESSORY
Colour: MULTI
Care Instructions: Express Milk: 
Step 1:- Pump faster to imitate baby's first initial sucking motion to start lactation. 
Step 2:- Pump more slowly to imitate your baby's regular sucking motion and express milk efficiently. 
Store Milk:- To store, simply replace pump body with sealing disk & screw cap. To keep the freshness of breastmilk, store in the refrigerator immediately after expressing. 
Feed:- Replace the sealing disk with Pigeon Peristaltic nipple and cap.
Microwave Safe: Y
Dishwasher Safe: N
Dimension in cm: 15x9.5x16.5
Shelf Life in Months: 30
Material: Plastic",-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,Pigeon Baby,"Pigeon Baby Milk Saver Pump, 1 pc","With Pigeon Milk saver pump, now you can manage milk let down easier and confidently without losing any single drop of your precious breast milk.",1 pc,pcs,1 pc,1,1,695,629,"Pigeon Industries (Thailand) Co. Ltd. 700/103 Moo 1, Amata Nakorn Industrial Estate, Tambol Ban Kao, Phan Thong District Chonburi - 20160, Thailand",Thailand,['4902508269148'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40167803_1-pigeon-baby-milk-saver-pump.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40167803-2_1-pigeon-baby-milk-saver-pump.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40167803-3_1-pigeon-baby-milk-saver-pump.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40167803-4_1-pigeon-baby-milk-saver-pump.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40167803-5_1-pigeon-baby-milk-saver-pump.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40167803-6_1-pigeon-baby-milk-saver-pump.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '4902508269148'}, {'Manufacturer Name & ': 'Pigeon Industries (Thailand) Co. Ltd. 700/103 Moo 1, Amata Nakorn Industrial Estate, Tambol Ban Kao, Phan Thong District Chonburi - 20160, Thailand'}, {'Country of Origin': 'Thailand'}, {'Marketed by': 'Pigeon India Pvt. Ltd., 216, 2nd Floor, Suncity Business Tower, Sector 54 Gurugram Haryana 122003 IN, Suncity, Sector 54, Gurugram, Haryana.'}]","Pigeon India Pvt. Ltd., 216, 2nd Floor, Suncity Business Tower, Sector 54 Gurugram Haryana 122003 IN, Suncity, Sector 54, Gurugram, Haryana.",-,-,-,"1) Place pump over the breast and make sure that nipple is in the middle of the neck of the pump. Squeeze pump till pump is attached securely on the breast. 
2) Once the milk starts to flow, allows the milk to fill the pump or collect milk as desired. 
3) Remove pump once you have stopped milk collection or pump is full by squeezing flange area. 
4) Store breast milk in pigeon breast milk storage bottle or bags.",-,Silicone,-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,Pigeon Baby,"Pigeon Baby Peristaltic Clear Nursing Feeding Bottle - Pink, 120 ml","Pigeon peristaltic nipple plastic feeding bottle is a healthy start to a baby's independent eating habits. The bottle allows natural movement of the baby's tongue, ensuring maximum development of baby's facial and jaw muscles. The nipple of the bottle is stretchable and allows easy sucking and wide movement of the baby's tongue. Breast milk is the best source of nutrition for your baby, especially during baby's first year. The amount of time spent on breastfeeding also strengthens the bond between mother and baby. Pigeon bottles are made of high quality, durable polypropylene (PP) which is BPA free. The streamlined shape makes it easy for mothers to hold and keep clean. Ultra soft silicone with its double thickness ensures ideal softness and elasticity so that your baby can latch on comfortably and easily. The shape fits perfectly onto your baby's tongue, allowing smooth tongue movement and minimizing air intake. Pigeon peristaltic nipple with its Air Ventilation System helps to adjusts air pressure inside the bottle. Specially designed projections at the base and the top of the teats allow milk to flow smoothly into the baby mouth. The adjustment of the air pressure inside the bottle minimizes air intake when feeding. Hence, baby will not swallow excessive air bubbles with milk. It is BPA free, BPS free.",120 ml,ml,120 ml,1,1,335,335,"Pigeon India Pvt Ltd., Plot No. 6E Sector 40-41 Ecotech-1, Gautam Budh Nagar, Greater Noida, Uttar Pradesh 201301",India,['8906042881008'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40137520_2-pigeon-baby-peristaltic-clear-nursing-bottle-rpp-girl-pink.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40137520-2_1-pigeon-baby-peristaltic-clear-nursing-bottle-rpp-girl-pink.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40137520-3_1-pigeon-baby-peristaltic-clear-nursing-bottle-rpp-girl-pink.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40137520-4_1-pigeon-baby-peristaltic-clear-nursing-bottle-rpp-girl-pink.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40137520-5_1-pigeon-baby-peristaltic-clear-nursing-bottle-rpp-girl-pink.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1. Ultra soft silicone nipple.
2. AVS technology.
3. High quality durable plastic.
4. Easy to hold and clean.
5. BPA & BPS Free.","1. The streamlined shape makes it easy for mothers to hold and keep clean.
2. For babies to drink milk as these bottles are specially designed projections at the base and the top of the teats allow milk to flow smoothly into the baby mouth.","[{'EAN Code': '8906042881008'}, {'Manufacturer Name &Marketed by ': 'Pigeon India Pvt Ltd., Plot No. 6E Sector 40-41 Ecotech-1, Gautam Budh Nagar, Greater Noida, Uttar Pradesh 201301'}, {'Country of Origin': 'India'}]","Pigeon India Pvt Ltd., Plot No. 6E Sector 40-41 Ecotech-1, Gautam Budh Nagar, Greater Noida, Uttar Pradesh 201301",-,-,-,-,-,"1. Brand :- PIGEON.
2. Type :- Feeding Bottle.
3. Material :- Bottle :- Plastic. Nipple :- Silicone.
4. Colour :- Pink.
5. Features :- Ultra soft silicone nipple, Durable plastic, Easy to hold and clean,BPA & BPS Free.",-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,Pigeon Baby,"Pigeon Baby Portable 2 Phase Breast Pump Set - Multicolour, 1 pc","It has the comfort and a proper fit. It has a soft silicone cushion which provides a secure seal and comfortable fit for more efficient pumping. It has phase technology that has stimulation and expression modes. Stimulation mode gently stimulates the breast to initiate milk flow and expression mode to maximise milk flow. Adjustable Suction Pressure comes with 6 adjustable levels of suction pressure. It is portable and compact for easy pumping anytime, anywhere. It has fewer parts, which makes it easy to assemble, use and clean. It is hygienically designed to prevent milk from flowing back to the funnel. This is really secured bottle to prevent spills.",1 pc,pcs,1 pc,1,1,6499,4699,"Pigeon India Private Limited Unit No. 216, 2nd Floor, Suncity Business Tower, Golf Course Road, Sector - 54, Gurgaon, Haryana - 122002",Indonesia,['4902508781701'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40145512_1-pigeon-baby-portable-2-phase-breast-pump-set-multicolour.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40145512-2_1-pigeon-baby-portable-2-phase-breast-pump-set-multicolour.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40145512-3_1-pigeon-baby-portable-2-phase-breast-pump-set-multicolour.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40145512-4_1-pigeon-baby-portable-2-phase-breast-pump-set-multicolour.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40145512-5_1-pigeon-baby-portable-2-phase-breast-pump-set-multicolour.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '4902508781701'}, {'Manufactured & Marketed by': 'Pigeon India Private Limited Unit No. 216, 2nd Floor, Suncity Business Tower, Golf Course Road, Sector - 54, Gurgaon, Haryana - 122002'}, {'Country of origin': 'Indonesia'}]","Pigeon India Private Limited Unit No. 216, 2nd Floor, Suncity Business Tower, Golf Course Road, Sector - 54, Gurgaon, Haryana - 122002",-,-,-,-,-,-,-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,Pigeon Baby,"Pigeon Baby Silicone Nipple Shield - Natural Fit, 13 mm, 2 pcs","Nipple Shield is used for pain relief when baby latches on. It is a protection against teething toddlers. The pigeon nipple shield is made from a soft flexible silicone rubber and provides a wide contact surface. The cut-out section on the top of this shield enables the baby to be in direct contact with the skin of the mother. The holes on the nipple are designed to be exactly the same as the nipple of a mother. Made from a soft flexible silicone, it provides a wide contact surface. It enables the baby to be in direct contact with the skin of the mother. It protects from a sore or cracked nipple. It offers a solution to an inverted nipple.",2 pcs,pcs,2 pcs,2,1,399,399,"PIGEON INDIA PVT LTD. 216, 2ND FLOOR, SUNCITY BUSINESS TOWER, GOLF COURSE ROAD, SECTOR-54, GURGAON, HARYANA - 122002.",India,['4902508791403'],-,https://datalabs.siva3.io/image/Eunimart_groceries_393962_3-pigeon-baby-silicone-nipple-shield-natural-fit-13-mm.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_393962-2_2-pigeon-baby-silicone-nipple-shield-natural-fit-13-mm.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_393962-3_2-pigeon-baby-silicone-nipple-shield-natural-fit-13-mm.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_393962-4_2-pigeon-baby-silicone-nipple-shield-natural-fit-13-mm.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_393962-5_1-pigeon-baby-silicone-nipple-shield-natural-fit-13-mm.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Never allow near open fire. Never leave the teat in direct sunlight. Clean the product before and after use,"['EAN Code: 4902508791403', 'Country of origin: India', 'Manufacturer Name & : PIGEON INDIA PVT LTD. 216, 2ND FLOOR, SUNCITY BUSINESS TOWER, GOLF COURSE ROAD, SECTOR-54, GURGAON, HARYANA - 122002.', 'Best before 31-08-2024', '",-,-,-,-,-,-,"Brand: Pigeon
Type of Product: BREAST CARE ACCESSORY
Colour: MULTI
Care Instructions: Place the shield over the nipple onto the breast. Hold the shield in place with your fingers during feeding. To help baby get used to the shield, express some milk into the shield. Your baby should be able to drink the milk and have a smooth introduction to the shield.
Microwave Safe: N
Dishwasher Safe: N
Dimension in cm : 7.5x5.8x11.5
Shelf Life in months: 30
Material: Silicone",-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,Pigeon Baby,"Pigeon Baby Softouch Peristaltic Plus Nipple - Medium, 1 pc","This nipple is of perfect shape and size to fit into the sucking fossa of the baby. The inner vertical lines make it collapse-resistant and the textured surface allows the baby to latch on easily. It is 100% silicone nipple, super soft and flexible, allows natural and smooth tongue movement. The air ventilation system reduces intake of gas, which is the potential cause of colic.",1 pc,pcs,1 pc,1,1,195,195,Pigeon Baby,India,['40137513'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40137513_2-pigeon-baby-softouch-peristaltic-plus-nipple-medium.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40137513-2_1-pigeon-baby-softouch-peristaltic-plus-nipple-medium.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40137513-3_1-pigeon-baby-softouch-peristaltic-plus-nipple-medium.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40137513-4_1-pigeon-baby-softouch-peristaltic-plus-nipple-medium.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 40137513', 'Country of origin: India', '",-,-,-,-,-,-,"Brand: Pigeon
Type: Nipple
Material: Silicone
Design: Plain
Colour: Transparent
Size: Medium
Dimension : Length-55mm, Width-55mm, Height-55mm
Package Content: 01-Piece",-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,Pigeon Baby,"Pigeon Baby Softouch Peristaltic Plus Nipple - SS, 1 pc","This nipple is of perfect shape and size to fit into the sucking fossa of the baby. The inner vertical lines make it collapse-resistant and the textured surface allows the baby to latch on easily. It is 100% silicone nipple, super soft and flexible, allows natural and smooth tongue movement. The air ventilation system reduces intake of gas, which is the potential cause of colic.",1 pc,pcs,1 pc,1,1,195,195,Pigeon Baby,India,['40137511'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40137511_2-pigeon-baby-softouch-peristaltic-plus-nipple-ss.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40137511-2_1-pigeon-baby-softouch-peristaltic-plus-nipple-ss.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40137511-3_1-pigeon-baby-softouch-peristaltic-plus-nipple-ss.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40137511-4_1-pigeon-baby-softouch-peristaltic-plus-nipple-ss.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 40137511', 'Country of origin: India', '",-,-,-,-,-,-,"Brand: Pigeon
Type: Nipple
Material: Silicone
Design: Plain
Colour: Transparent
Dimension : Length-55mm, Width-55mm, Height-55mm
Package Content: 01-Piece",-
